ROAD ACCESS,FACING,FLOOR,PARKING,BEDROOM,BATHROOM,FURNISH STATUS,Price,Location,LAND AREA,BUILT YEAR,BUILTUP AREA,Living ,Kitchen
13 Feet,East,2.5,2 Cars  & 2 Bikes,6,4,Semi-Furnished,Price on call,"Dhapakhel, Lalitpur",,2081 BS,2700 Sq. Ft.,1,1
13 Feet,South,3,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 3.75Cr,"Samakhusi, Kathmandu",4.2 aana,,1500 Sq. Ft.,,2
20 Feet,East,5,1 Car  & 4 Bikes,28,20,Full-Furnished,Rs. 6.5Cr,"Shantinagar, Kathmandu",,2081 BS,,2,
13 Feet,North,3,1 Car  & 4 Bikes,5,5,Full-Furnished,Rs. 2.5Cr,"Harisiddhi, Lalitpur",3.1 aana,2081 BS,2200 Sq. Ft.,1,2
13 Feet,South,2,8 Cars  & 7 Bikes,3,4,Semi-Furnished,Rs. 1.5Lac/m,"Pasikot, Kathmandu",35.2 aana,2070 BS,3000 Sq. Ft.,2,1
20 Feet,East,2.5,1 Car  & 4 Bikes,7,5,Full-Furnished,Rs. 5.75Cr,"Shantinagar, Kathmandu",4.1 aana,2081 BS,,,2
20 Feet,North,2.5,1 Car  & 5 Bikes,5,4,Semi-Furnished,Rs. 3.85Cr,"Suryabinayak, Bhaktapur",,2079 BS,2800 Sq. Ft.,1,2
13 Feet,East,3,1 Car  & 5 Bikes,6,5,Full-Furnished,Rs. 3.5Cr,"Ganesh Chowk, Kathmandu",,2081 BS,2200 Sq. Ft.,2,1
12 Feet,North,2.5,1 Car  & 3 Bikes,7,5,Semi-Furnished,Rs. 3.9Cr,"Nakkhu, Lalitpur",,2024 AD,1800 Sq. Ft.,,2
20 Feet,North,3.5,1 Car  & 4 Bikes,7,4,Full-Furnished,Rs. 3Cr,"Pepsicola, Kathmandu",3.1 aana,2081 BS,,2,2
20 Feet,East,3.5,1 Car  & 4 Bikes,7,4,Full-Furnished,Rs. 3.8Cr,"Pepsicola, Kathmandu",3.2 aana,2081 BS,,,
20 Feet,West,2.5,1 Car  & 4 Bikes,7,4,Full-Furnished,Rs. 2.6Cr,"Pepsicola, Kathmandu",,2081 BS,,2,2
12 Feet,North,2.5,1 Car,5,4,Full-Furnished,Price on call,"Imadol, Lalitpur",,2081 BS,2698 Sq. Ft.,,
26 Feet,South-East,3,1 Car  & 4 Bikes,9,6,Full-Furnished,Rs. 9Cr,"Baluwatar, Kathmandu",4.2 aana,2081 BS,,,2
16 Feet,North,3,1 Car  & 3 Bikes,5,3,Un-Furnished,Rs. 4.75Cr,"Baluwatar, Kathmandu",5.5 aana,,1500 Sq. Ft.,2,1
16 Feet,North-East,2.5,1 Car  & 3 Bikes,6,3,Un-Furnished,Rs. 4.1Cr,"Bhangal , Kathmandu",,,1500 Sq. Ft.,1,2
16 Feet,South-West,3,1 Car  & 3 Bikes,6,3,Un-Furnished,Rs. 4.5Cr,"Bhangal , Kathmandu",,,1500 Sq. Ft.,,1
20 Feet,East,3,1 Car  & 3 Bikes,6,3,Un-Furnished,Rs. 4.75Cr,"Ganesh Chowk, Kathmandu",,,1500 Sq. Ft.,2,
16 Feet,South,2,1 Car  & 3 Bikes,5,3,Un-Furnished,Rs. 4.55Cr,"Bafal, Kathmandu",,,1500 Sq. Ft.,,2
13 Feet,South-West,2.5,1 Car  & 4 Bikes,4,4,Semi-Furnished,"Rs. 75,000/m","Hattigaunda, Kathmandu",5.2 aana,2065 BS,2000 Sq. Ft.,,1
13 Feet,South,2.5,1 Car  & 2 Bikes,6,4,Un-Furnished,Rs. 2.35Cr,"Bhangal , Kathmandu",,2078 BS,1950 Sq. Ft.,1,
13 Feet,West,1.5,1 Car  & 3 Bikes,3,2,Semi-Furnished,Rs. 1.55Cr,"Tikathali, Lalitpur",,2081 BS,2200 Sq. Ft.,1,
13 Feet,East,2.5,1 Car  & 4 Bikes,6,4,Full-Furnished,Price on call,"Bhangal , Kathmandu",,2081 BS,,1,1
13 Feet,North-East,3.5,1 Car  & 5 Bikes,6,4,Full-Furnished,Rs. 3.55Cr,"Imadol, Lalitpur",,2081 BS,2200 Sq. Ft.,1,2
13 Feet,East,3,1 Car  & 5 Bikes,6,4,Full-Furnished,Rs. 4.25Cr,"Imadol, Lalitpur",,2081 BS,2800 Sq. Ft.,1,1
13 Feet,East,2.5,1 Car  & 4 Bikes,6,4,Full-Furnished,Rs. 4.35Cr,"Buddhanagar, Kathmandu",4.2 aana,2081 BS,,2,
13 Feet,South,2.5,3 Cars  & 5 Bikes,4,4,Un-Furnished,Rs. 4.25Cr,"Hepali Height, Kathmandu",4.1 aana,2081 BS,2200 Sq. Ft.,,
13 Feet,South-East,3,1 Car  & 4 Bikes,6,4,Semi-Furnished,Rs. 4.25Cr,"Hattigaunda, Kathmandu",4.3 aana,2081 BS,,2,1
12 Feet,East,3.5,1 Car  & 3 Bikes,7,4,Semi-Furnished,Rs. 3.15Cr,"Tikathali, Lalitpur",3.3 aana,2081 BS,,2,2
13 Feet,North-East,2.5,1 Car  & 4 Bikes,6,4,Full-Furnished,Rs. 3.5Cr,"Budhanilkantha, Kathmandu",,2081 BS,,2,2
13 Feet,North,3,3 Cars  & 5 Bikes,6,4,Un-Furnished,Rs. 5.5Cr,"Jyotinagar, Kathmandu",5.5 aana,,1800 Sq. Ft.,,1
10 Feet,East,3,1 Car  & 2 Bikes,6,4,Un-Furnished,Rs. 1.75Cr,"Manamaiju, Kathmandu",,,1200 Sq. Ft.,2,2
18 Feet,South,1,1 Car  & 2 Bikes,9,4,Un-Furnished,Rs. 1.7Cr,"Samakhusi, Kathmandu",,,1200 Sq. Ft.,1,1
13 Feet,South,3,5 Cars  & 4 Bikes,7,4,Semi-Furnished,Rs. 4Lac/m,"Bakhundole, Lalitpur",,,,,1
20 Feet,North-East,5,2 Cars  & 4 Bikes,9,4,Un-Furnished,Rs. 5.5Cr,"Samakhusi, Kathmandu",,,1200 Sq. Ft.,1,1
16 Feet,West,2.5,1 Car  & 4 Bikes,3,2,Semi-Furnished,"Rs. 75,000/y","Imadol, Lalitpur",,2081 BS,,,2
13 Feet,East,4,1 Car  & 4 Bikes,9,6,Semi-Furnished,Rs. 3.65Cr,"Pepsicola, Kathmandu",3.1 aana,2081 BS,,1,1
20 Feet,East,3,1 Car  & 4 Bikes,6,4,Full-Furnished,Rs. 6Cr,"Panipokhari, Kathmandu",,2081 BS,,1,1
36 Feet,South,5.5,4 Bikes,5,3,Full-Furnished,Rs. 14Cr,"New Baneshwor, Kathmandu",,2081 BS,,1,1
10 Feet,South,3.5,1 Car  & 4 Bikes,11,6,Full-Furnished,Rs. 4.25Cr,"Shantinagar, Kathmandu",,2081 BS,,1,
13 Feet,East,1,1 Car  & 4 Bikes,2,2,Un-Furnished,Rs. 1.5Cr,"Tikathali, Lalitpur",,2081 BS,,2,
13 Feet,South-East,2.5,1 Car  & 4 Bikes,5,4,Full-Furnished,Rs. 4.9Cr,"Tikathali, Lalitpur",,2081 BS,,,2
18 Feet,South-East,2.5,1 Car  & 4 Bikes,5,5,Full-Furnished,Rs. 4.25Cr,"Imadol, Lalitpur",,2081 BS,2698 Sq. Ft.,,2
16 Feet,North-East,2.5,1 Car  & 3 Bikes,6,4,Semi-Furnished,Price on call,"Bhangal , Kathmandu",,,1500 Sq. Ft.,,2
16 Feet,South,3,6 Cars  & 8 Bikes,12,6,Semi-Furnished,Rs. 2.99Lac/m,"Anamnagar, Kathmandu",,,1800 Sq. Ft.,1,1
13 Feet,East,2.5,1 Car  & 3 Bikes,8,4,Semi-Furnished,Rs. 2.99Cr,"Basundhara, Kathmandu",,,1500 Sq. Ft.,,
13 Feet,West,2,1 Car  & 4 Bikes,5,3,Full-Furnished,Rs. 2.7Cr,"Imadol, Lalitpur",3.2 aana,2081 BS,,2,
12 Feet,South-East,5,1 Car  & 2 Bikes,10,10,Un-Furnished,Rs. 2Lac/m,"Chhetrapati, Kathmandu",,,1500 Sq. Ft.,1,
18 Feet,South,2.5,3 Cars  & 5 Bikes,4,4,Un-Furnished,Rs. 1.5Lac/m,"Baluwatar, Kathmandu",,,1500 Sq. Ft.,2,1
13 Feet,South,2.5,1 Car  & 3 Bikes,4,4,Un-Furnished,Rs. 1Lac/m,"Kalanki, Kathmandu",,,1500 Sq. Ft.,,
18 Feet,South,2,3 Cars  & 5 Bikes,3,3,Un-Furnished,"Rs. 65,000/m","Jawalakhel, Lalitpur",,,1500 Sq. Ft.,1,1
13 Feet,South,3,4 Cars  & 9 Bikes,6,4,Semi-Furnished,Rs. 2Lac/m,"Bansbari, Kathmandu",10.1 aana,2070 BS,6500 Sq. Ft.,,2
16 Feet,South,2.5,1 Car  & 5 Bikes,5,5,Semi-Furnished,Rs. 4.7Cr,"Hepali Height, Kathmandu",,2079 BS,2700 Sq. Ft.,1,
16 Feet,East,3,2 Cars  & 6 Bikes,6,5,Full-Furnished,Rs. 4.5Cr,"Bhangal , Kathmandu",,2081 BS,2900 Sq. Ft.,,1
13 Feet,South,2.5,4 Cars  & 6 Bikes,4,3,Un-Furnished,Rs. 1.25Lac/m,"Baluwakhani, Kathmandu",,,1500 Sq. Ft.,,
16 Feet,East,1,4 Cars  & 6 Bikes,10,4,Un-Furnished,Rs. 4.5Cr,"Pasikot, Kathmandu",,,1500 Sq. Ft.,1,1
13 Feet,West,3.5,1 Car  & 5 Bikes,6,4,Semi-Furnished,Rs. 2.85Cr,"Gothatar, Kathmandu",3.3 aana,2081 BS,2800 Sq. Ft.,,1
20 Feet,South,4.5,1 Car  & 5 Bikes,10,8,Un-Furnished,Rs. 6Cr,"Thamel, Kathmandu",6.2 aana,2056 BS,10000 Sq. Ft.,,1
13 Feet,North,2.5,1 Car  & 3 Bikes,4,5,Semi-Furnished,Rs. 1.25Lac/m,"Narayanthan , Kathmandu",5.1 aana,2078 BS,2200 Sq. Ft.,1,
20 Feet,East,2,1 Car  & 4 Bikes,4,3,Semi-Furnished,"Rs. 90,000/m","Imadol, Lalitpur",,2081 BS,,1,
20 Feet,East,3,1 Car  & 4 Bikes,5,3,Full-Furnished,Rs. 5.5Cr,"Dhapakhel, Lalitpur",5.3 aana,2081 BS,,1,
16 Feet,East,2,1 Car  & 4 Bikes,4,3,Semi-Furnished,Rs. 3Cr,"Bhaisepati, Lalitpur",3.2 aana,2081 BS,,,2
13 Feet,West,2.5,3 Cars  & 4 Bikes,5,4,Semi-Furnished,Rs. 4Cr,"Bhangal , Kathmandu",5.1 aana,2078 BS,2500 Sq. Ft.,2,2
13 Feet,South,2.5,4 Cars  & 6 Bikes,6,3,Un-Furnished,Rs. 6.5Cr,"Ganesh Chowk, Kathmandu",,,1800 Sq. Ft.,1,
16 Feet,South,2.5,3 Cars  & 5 Bikes,6,4,Un-Furnished,Rs. 5.75Cr,"Samakhusi, Kathmandu",7.2 aana,,1800 Sq. Ft.,,1
20 Feet,North-East,3.5,2 Cars  & 5 Bikes,12,4,Un-Furnished,Rs. 5.5Cr,"Samakhusi, Kathmandu",6.5 aana,,1800 Sq. Ft.,2,
13 Feet,North-East,2,1 Car  & 4 Bikes,4,3,Full-Furnished,Rs. 1.89Cr,"Bhaisepati, Lalitpur",2.2 aana,2081 BS,,2,1
13 Feet,West,1.5,1 Car  & 4 Bikes,2,1,Full-Furnished,Rs. 1.55Cr,"Tikathali, Lalitpur",,2081 BS,,1,2
13 Feet,West,1.5,1 Car  & 4 Bikes,2,1,Full-Furnished,Rs. 1.55Cr,"Tikathali, Lalitpur",,2081 BS,,1,1
13 Feet,North,3.5,1 Car  & 4 Bikes,5,4,Semi-Furnished,Rs. 2.9Cr,"Shital Height, Lalitpur",,2081 BS,,1,2
22 Feet,South-West,2.5,1 Car  & 3 Bikes,4,3,Semi-Furnished,Rs. 5Cr,"Syuchatar, Kathmandu",,,,1,
14 Feet,South,2.5,2 Cars  & 5 Bikes,6,4,Un-Furnished,Rs. 1.9Lac/m,"Maharajgunj, Kathmandu",,,1500 Sq. Ft.,1,
13 Feet,South,2,2 Cars  & 5 Bikes,6,3,Un-Furnished,"Rs. 70,000/m","Kapan, Kathmandu",,,1500 Sq. Ft.,1,2
20 Feet,South,2.5,6 Cars  & 9 Bikes,,4,Un-Furnished,Rs. 1.8Lac/m,"Baluwatar, Kathmandu",,,1800 Sq. Ft.,2,
20 Feet,South,2.5,1 Car  & 4 Bikes,5,4,Semi-Furnished,Rs. 1.75Cr,"Badikhel, Lalitpur",4.2 aana,2081 BS,2800 Sq. Ft.,,2
20 Feet,,2.5,2 Cars  & 2 Bikes,5,5,Semi-Furnished,Rs. 8.7Cr,"Basundhara, Kathmandu",,,,2,1
16 Feet,South,2.5,1 Car  & 1 Bike,8,4,Un-Furnished,Rs. 1.2Lac/m,"Sanepa, Lalitpur",,,1500 Sq. Ft.,,2
18 Feet,South-West,4,2 Cars  & 8 Bikes,10,6,Semi-Furnished,Rs. 3.45Cr,"Maitrinagar, Kathmandu",4.2 aana,2077 BS,4000 Sq. Ft.,1,2
17 Feet,,2.5,1 Car  & 5 Bikes,5,4,Semi-Furnished,Rs. 1.75Cr,"Badikhel, Lalitpur",,2081 BS,2342 Sq. Ft.,,1
,,2.5,,6,,,Rs. 9Cr,"Sinamangal, Kathmandu",,,,,1
13 Feet,South,2.5,1 Car  & 4 Bikes,6,4,Semi-Furnished,Rs. 2.45Cr,"Imadol, Lalitpur",48.1 aana,2081 BS,2500 Sq. Ft.,2,1
13 Feet,South-East,2.5,1 Car  & 5 Bikes,6,5,Semi-Furnished,Rs. 2.15Cr,"Imadol, Lalitpur",3.1 aana,2081 BS,2400 Sq. Ft.,2,1
18 Feet,West,2.5,2 Cars  & 4 Bikes,4,4,Full-Furnished,Price on call,"Thecho, Lalitpur",6.2 aana,2070 BS,2248 Sq. Ft.,,1
13 Feet,North-East,3.5,1 Car  & 4 Bikes,5,4,Full-Furnished,Rs. 2.9Cr,"Tikathali, Lalitpur",3.1 aana,2081 BS,0 Sq. Ft.,,
20 Feet,South,2.5,1 Car  & 4 Bikes,6,4,Full-Furnished,Rs. 3.15Cr,"Tikathali, Lalitpur",,2081 BS,2799 Sq. Ft.,2,2
16 Feet,South,2.5,1 Car  & 3 Bikes,4,4,Semi-Furnished,Price on call,"Bhaisepati, Lalitpur",,2080 BS,2399 Sq. Ft.,1,
18 Feet,South-East,3.5,1 Car  & 4 Bikes,6,6,Full-Furnished,Rs. 5.25Cr,"Bhaisepati, Lalitpur",5.2 aana,2081 BS,3000 Sq. Ft.,2,2
20 Feet,North-West,3,3 Bikes,4,6,Full-Furnished,Rs. 3.98Cr,"Bhaisepati, Lalitpur",,2081 BS,3000 Sq. Ft.,2,
20 Feet,North-East,2.5,3 Cars  & 5 Bikes,5,5,Full-Furnished,Rs. 8.7Cr,"Basundhara, Kathmandu",,2068 BS,3498 Sq. Ft.,2,1
13 Feet,East,3,1 Car  & 4 Bikes,6,4,Full-Furnished,Rs. 4Cr,"New Baneshwor, Kathmandu",,2081 BS,,1,2
20 Feet,South,2.5,2 Cars  & 2 Bikes,6,4,Semi-Furnished,Rs. 4.15Cr,"Hepali Height, Kathmandu",4.1 aana,,,2,1
20 Feet,South,2.5,,6,8,Un-Furnished,Rs. 5Lac/m,"Budhanilkantha, Kathmandu",16788.16 aana,,,2,2
13 Feet,North,2.5,1 Car  & 5 Bikes,4,4,Semi-Furnished,Rs. 2.6Cr,"Harisiddhi, Lalitpur",2.2 aana,2080 BS,2200 Sq. Ft.,,
13 Feet,East,2.5,1 Car  & 4 Bikes,5,4,Full-Furnished,Rs. 6Cr,"Buddhanagar, Kathmandu",5.3 aana,2081 BS,,2,2
13 Feet,East,2.5,1 Car  & 4 Bikes,5,4,Full-Furnished,Rs. 5Cr,"Tokha, Kathmandu",,2081 BS,,,2
13 Feet,East,3.5,1 Car  & 4 Bikes,7,5,Full-Furnished,Rs. 5Cr,"Hattigaunda, Kathmandu",,2081 BS,,1,
16 Feet,South,2.5,1 Car  & 4 Bikes,6,4,Full-Furnished,Rs. 4Cr,"Hattigaunda, Kathmandu",4.2 aana,2081 BS,,1,1
13 Feet,South,2.5,3 Cars  & 5 Bikes,4,5,Full-Furnished,Rs. 4.5Cr,"Hattigaunda, Kathmandu",,,1800 Sq. Ft.,2,
16 Feet,South,2.5,1 Car  & 4 Bikes,5,4,Full-Furnished,Rs. 4Cr,"Hattigaunda, Kathmandu",,2081 BS,0 Sq. Ft.,1,1
13 Feet,South,3.5,1 Car  & 4 Bikes,6,5,Full-Furnished,Rs. 4.8Cr,"Hattigaunda, Kathmandu",7.2 aana,2081 BS,,2,
13 Feet,South,2.5,1 Car  & 4 Bikes,5,3,Full-Furnished,Rs. 4.25Cr,"Hattigaunda, Kathmandu",,2081 BS,,1,2
13 Feet,South,2.5,2 Cars  & 2 Bikes,6,4,Semi-Furnished,Rs. 8.25Cr,"Hattigaunda, Kathmandu",7.2 aana,,,,2
20 Feet,East,3.5,1 Car  & 4 Bikes,5,4,Full-Furnished,Rs. 2.8Cr,"Pepsicola, Kathmandu",2.2 aana,2081 BS,,1,
13 Feet,North,3.5,1 Car  & 5 Bikes,5,5,Full-Furnished,Rs. 3.7Cr,"Imadol, Lalitpur",4.1 aana,2081 BS,,2,1
16 Feet,South,2.5,1 Car  & 2 Bikes,5,3,Un-Furnished,Rs. 3.6Cr,"Golfutar, Kathmandu",,,1200 Sq. Ft.,,1
13 Feet,South-East,2.5,2 Cars  & 4 Bikes,6,4,Full-Furnished,Rs. 5.25Cr,"Bhaisepati, Lalitpur",5.3 aana,2081 BS,1000 Sq. Ft.,2,
13 Feet,South,2.5,5 Cars  & 8 Bikes,4,4,Un-Furnished,"Rs. 99,000/m","Sukedhara, Kathmandu",,,1500 Sq. Ft.,1,1
13 Feet,West,2.5,3 Cars  & 4 Bikes,4,4,Full-Furnished,Rs. 1.2Lac/y,"Dhobighat, Lalitpur",,2081 BS,,1,2
20 Feet,East,2.5,3 Cars  & 3 Bikes,7,6,Semi-Furnished,Rs. 6.26Cr,"Suryabinayak, Bhaktapur",,2074 BS,,,
16 Feet,South,3,4 Cars  & 6 Bikes,9,4,Un-Furnished,"Rs. 90,000/m","Mid Baneshwor, Kathmandu",,,1500 Sq. Ft.,,1
16 Feet,South,3,2 Cars  & 2 Bikes,8,4,Un-Furnished,Rs. 1.25Lac/m,"Sinamangal, Kathmandu",,,1500 Sq. Ft.,2,2
14 Feet,South-East,2.5,1 Car  & 2 Bikes,5,3,Un-Furnished,Rs. 3.5Cr,"Deuwa chowk, Kathmandu",,,1500 Sq. Ft.,,2
12 Feet,South,2.5,1 Car  & 3 Bikes,6,2,Semi-Furnished,Rs. 2.6Cr,"Sitapaila, Kathmandu",3.2 aana,2075 BS,,,2
3 Feet,South,2.5,2 Cars  & 4 Bikes,6,4,Un-Furnished,Rs. 5.75Cr,"Bansbari, Kathmandu",7.5 aana,,1500 Sq. Ft.,1,1
16 Feet,South,2.5,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 3.75Cr,"Saraswotinagar, Kathmandu",,,1200 Sq. Ft.,,2
16 Feet,South-East,2.5,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 4.25Cr,"Special chowk, Kathmandu",,,1500 Sq. Ft.,,
16 Feet,West,2.5,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 3.25Cr,"Samakhusi, Kathmandu",,,1500 Sq. Ft.,1,1
,East,2,,,,Semi-Furnished,Rs. 1.5Lac/m,"Bhaisepati, Lalitpur",,,,1,
,,4.5,1 Car  & 4 Bikes,9,9,Semi-Furnished,Rs. 6.75Cr,"Pepsicola, Kathmandu",,,,1,1
13 Feet,North,3,1 Car,5,4,Semi-Furnished,Rs. 6.5Cr,"New Baneshwor, Kathmandu",,,,2,1
13 Feet,East,2.5,2 Cars  & 4 Bikes,5,1,Full-Furnished,"Rs. 90,000/m","Hattiban, Lalitpur",,2081 BS,0 Sq. Ft.,,2
13 Feet,South-West,3.5,2 Cars  & 5 Bikes,6,2,Full-Furnished,Rs. 4.25Cr,"Imadol, Lalitpur",4.2 aana,2081 BS,2800 Sq. Ft.,1,
13 Feet,South,1,1 Car  & 4 Bikes,2,1,Semi-Furnished,Rs. 1.5Cr,"Gothatar, Kathmandu",,2079 BS,2200 Sq. Ft.,2,
14 Feet,West,2.5,1 Car  & 5 Bikes,6,4,Semi-Furnished,Rs. 2.75Cr,"Mulpani, Kathmandu",3.1 aana,2081 BS,2200 Sq. Ft.,1,
13 Feet,,2.5,1 Car  & 5 Bikes,6,5,Semi-Furnished,Rs. 2.65Cr,"Bistagaun, Kathmandu",3.3 aana,2080 BS,2400 Sq. Ft.,2,2
13 Feet,West,3,1 Car  & 4 Bikes,6,4,Semi-Furnished,Rs. 2.85Cr,"Gothatar, Kathmandu",3.3 aana,2081 BS,2500 Sq. Ft.,2,2
13 Feet,North-East,3.5,1 Car  & 5 Bikes,6,4,Semi-Furnished,Rs. 3.25Cr,"Imadol, Lalitpur",3.2 aana,2081 BS,2800 Sq. Ft.,2,1
13 Feet,East,3.5,1 Car  & 4 Bikes,4,3,Un-Furnished,"Rs. 90,000/y","Baluwatar, Kathmandu",,2081 BS,,2,1
13 Feet,East,2.5,1 Car  & 4 Bikes,4,3,Semi-Furnished,Rs. 1.5Lac/m,"Buddhanagar, Kathmandu",,2081 BS,0 Sq. Ft.,,
13 Feet,East,2.5,1 Car  & 4 Bikes,5,4,Full-Furnished,Rs. 1.3Lac/m,"Hattigaunda, Kathmandu",,2081 BS,0 Sq. Ft.,2,1
13 Feet,South,3.5,1 Car  & 5 Bikes,7,5,Semi-Furnished,Rs. 3.55Cr,"Bojepokhari, Lalitpur",3.2 aana,2081 BS,2700 Sq. Ft.,1,2
14 Feet,South,3.5,1 Car  & 3 Bikes,6,4,Semi-Furnished,Rs. 3.55Cr,"Balkumari, Lalitpur",3.2 aana,2081 BS,2994 Sq. Ft.,1,2
20 Feet,North-West,3,1 Car  & 5 Bikes,6,5,Semi-Furnished,Rs. 3.98Cr,"Bhaisepati, Lalitpur",,2081 BS,2800 Sq. Ft.,1,1
20 Feet,South,2.5,1 Car  & 4 Bikes,5,5,Semi-Furnished,Rs. 3Cr,"Imadol, Lalitpur",3.2 aana,2079 BS,,1,1
15 Feet,East,2.5,1 Car  & 2 Bikes,5,4,Semi-Furnished,Rs. 2.45Cr,"Imadol, Lalitpur",,2079 BS,,1,2
13 Feet,South,3,2 Cars  & 3 Bikes,3,5,Semi-Furnished,Price on call,"Imadol, Lalitpur",,,,1,2
13 Feet,North,3,1 Car  & 3 Bikes,6,4,Full-Furnished,Rs. 2.6Cr,"Shital Height, Lalitpur",3.2 aana,2081 BS,0 Sq. Ft.,2,
13 Feet,South,2.5,2 Cars  & 4 Bikes,3,3,Full-Furnished,Price on call,"Sallaghari, Bhaktapur",,,,,
13 Feet,South,3,1 Car  & 2 Bikes,6,4,Un-Furnished,Rs. 1.85Cr,"Tokha, Kathmandu",,,1200 Sq. Ft.,1,1
16 Feet,East,2.5,1 Car  & 2 Bikes,6,4,Un-Furnished,Rs. 2.5Cr,"Samakhusi, Kathmandu",4.2 aana,,1200 Sq. Ft.,1,
16 Feet,South,3.5,2 Cars  & 5 Bikes,6,4,Un-Furnished,Rs. 4.25Cr,"Bhangal , Kathmandu",5.2 aana,,1500 Sq. Ft.,2,
13 Feet,South,4.5,2 Cars  & 3 Bikes,10,10,,Rs. 5.4Cr,"Subidhanagar, Kathmandu",6.3 aana,2055 BS,1000 Sq. Ft.,1,2
13 Feet,South,2,1 Car  & 4 Bikes,4,3,Full-Furnished,Rs. 3Lac/y,"Sanepa, Lalitpur",3.2 aana,2081 BS,,,
20 Feet,South,2.5,1 Car  & 2 Bikes,5,3,Un-Furnished,"Rs. 50,000/m","Gothatar, Kathmandu",,,1500 Sq. Ft.,2,1
16 Feet,East,3.5,1 Car  & 2 Bikes,6,4,Un-Furnished,Rs. 3.9Cr,"Basundhara, Kathmandu",,,1800 Sq. Ft.,1,
13 Feet,East,3.5,1 Car  & 4 Bikes,8,6,Semi-Furnished,Rs. 3.25Cr,"Imadol, Lalitpur",3.2 aana,2081 BS,0 Sq. Ft.,1,
20 Feet,South,2.5,1 Car  & 4 Bikes,5,4,Full-Furnished,Rs. 2.1Cr,"Siddhipur, Lalitpur",2.3 aana,2081 BS,,2,
13 Feet,East,3,1 Car  & 4 Bikes,5,4,Semi-Furnished,"Rs. 65,000/m","Imadol, Lalitpur",,2081 BS,,2,
13 Feet,East,3,2 Cars  & 4 Bikes,4,1,Semi-Furnished,Rs. 1Lac/m,"Imadol, Lalitpur",,2081 BS,,1,2
13 Feet,South,3.5,1 Car  & 4 Bikes,6,5,Full-Furnished,Rs. 4.5Cr,"Shital Height, Lalitpur",,2081 BS,2200 Sq. Ft.,1,
13 Feet,North,3.5,1 Car  & 4 Bikes,6,5,Full-Furnished,Rs. 4.25Cr,"Shital Height, Lalitpur",,2081 BS,2200 Sq. Ft.,1,
13 Feet,North,3.5,1 Car  & 3 Bikes,5,3,Un-Furnished,Price on call,"Dhapakhel, Lalitpur",3.1 aana,2024 AD,2634 Sq. Ft.,2,
20 Feet,South,3.5,1 Car  & 4 Bikes,6,4,Full-Furnished,Rs. 3.15Cr,"Bhandari Marg, Lalitpur",,2081 BS,2200 Sq. Ft.,,2
20 Feet,East,4,1 Car  & 4 Bikes,2,5,,Rs. 6.5Cr,"Jwagal, Lalitpur",,2050 BS,,2,
13 Feet,North-West,3,1 Car  & 2 Bikes,5,3,Full-Furnished,Rs. 4.5Cr,"Imadol, Lalitpur",4.2 aana,2081 BS,0 Sq. Ft.,1,1
13 Feet,South-East,3,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 4.25Cr,"Mandikhatar, Kathmandu",,,1500 Sq. Ft.,,
13 Feet,East,1.5,1 Car  & 2 Bikes,3,2,Full-Furnished,Rs. 1.8Cr,"Shital Height, Lalitpur",3.2 aana,2081 BS,0 Sq. Ft.,,1
20 Feet,South,3,1 Car  & 4 Bikes,5,4,Full-Furnished,Rs. 2.6Cr,"Shital Height, Lalitpur",3.2 aana,2081 BS,,,2
20 Feet,East,2.5,1 Car  & 4 Bikes,5,4,Semi-Furnished,Rs. 4.35Cr,"Bhaisepati, Lalitpur",,2081 BS,,2,1
13 Feet,West,3,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 2.75Cr,"Baluwakhani, Kathmandu",3.5 aana,,1500 Sq. Ft.,,1
13 Feet,East,3,1 Car  & 2 Bikes,4,2,Un-Furnished,Rs. 3.45Cr,"Ganesh Chowk, Kathmandu",3.5 aana,,1500 Sq. Ft.,,1
13 Feet,South,3,7 Cars  & 5 Bikes,5,4,Semi-Furnished,Rs. 16.5Cr,"Dhungedhara, Kathmandu",,,,,1
20 Feet,East,2.5,2 Cars  & 3 Bikes,5,3,Full-Furnished,Rs. 1.25Lac/y,"Hattigaunda, Kathmandu",,2081 BS,0 Sq. Ft.,,2
22 Feet,West,2.5,1 Car  & 4 Bikes,6,4,Semi-Furnished,Rs. 2.35Cr,"Lubhu, Lalitpur",,2079 BS,2200 Sq. Ft.,,1
13 Feet,West,3.5,1 Car  & 5 Bikes,5,4,Semi-Furnished,Rs. 2.75Cr,"Balkot, Bhaktapur",3.3 aana,2079 BS,2200 Sq. Ft.,1,
13 Feet,East,3.5,2 Cars  & 3 Bikes,7,5,Full-Furnished,Rs. 3.8Cr,"Imadol, Lalitpur",4.1 aana,2081 BS,,1,2
13 Feet,East,3,1 Car  & 3 Bikes,5,4,Semi-Furnished,Rs. 3.2Cr,"Shital Height, Lalitpur",,2081 BS,,2,1
